continents,id,O_1
Africa,Algeria,1
Africa,Angola,2
Africa,Benin,1
Africa,Botswana,0
Africa,Burkina Faso,0
Africa,Burundi,0
Africa,Cameroon,3
Africa,Cape Verde,0
Africa,Central African Republic,0
Africa,Chad,0
Africa,Comoros,0
Africa,Congo (Congo Kinshasa),0
Africa,Congo (Congo Brazzaville),0
Africa,Cote d'Ivoire ,0
Africa,Djibouti,0
Africa,Egypt,11
Africa,Equatorial Guinea,0
Africa,Eritrea,0
Africa,Ethiopia,0
Africa,Gabon,0
Africa,Gambia,0
Africa,Ghana,0
Africa,Guinea,0
Africa,Guinea-Bissau,0
Africa,Kenya,0
Africa,Lesotho,0
Africa,Liberia,0
Africa,Libya,0
Africa,Madagascar,0
Africa,Malawi,0
Africa,Mali,0
Africa,Mauritania,2
Africa,Mauritius,0
Africa,Morocco,5
Africa,Mozambique,0
Africa,Namibia,0
Africa,Niger,0
Africa,Nigeria,1
Africa,Rwanda,0
Africa,Sao Tome and Principe,0
Africa,Senegal,4
Africa,Seychelles,0
Africa,Sierra Leone,0
Africa,Somalia,0
Africa,South Africa,28
Africa,Sudan,2
Africa,Swaziland,1
Africa,Tanzania,0
Africa,Togo,0
Africa,Tunisia,3
Africa,Uganda,1
Africa,Zambia,0
Africa,Zimbabwe,1
Asia,Afghanistan,0
Asia,Bahrain,0
Asia,Bangladesh,0
Asia,Bhutan,0
Asia,Brunei,0
Asia,Burma,0
Asia,Cambodia,0
Asia,China,88
Asia,China,12
Asia,Hong Kong,5
Asia,India,138
Asia,Indonesia,4
Asia,Iran,2
Asia,Iraq,7
Asia,Israel,57
Asia,Japan,143
Asia,Jordan,7
Asia,North Korea,0
Asia,South Korea,37
Asia,Kuwait,0
Asia,Laos,0
Asia,Lebanon,20
Asia,Malaysia,4
Asia,Maldives,0
Asia,Mongolia,4
Asia,Nepal,1
Asia,Oman,0
Asia,Pakistan,24
Asia,Palestinian Authority Travel Document,0
Asia,Philippines,31
Asia,Qatar,0
Asia,Saudi Arabia,1
Asia,Singapore,1
Asia,Sri Lanka,2
Asia,Syria,8
Asia,Thailand,5
Asia,United Arab Emirates,0
Asia,Vietnam,1
Asia,Yemen,0
Europe,Albania,4
Europe,Andorra,0
Europe,Armenia,7
Europe,Austria,58
Europe,Azerbaijan,1
Europe,Belarus,7
Europe,Belgium,33
Europe,Bosnia and Herzegovina,0
Europe,Bulgaria,25
Europe,Croatia,8
Europe,Cyprus,1
Europe,Czech Republic,14
Europe,Denmark,30
Europe,Estonia,2
Europe,Finland,25
Europe,France,292
Europe,Georgia,2
Europe,Germany,272
Europe,Great Britain and Northern Ireland,1059
Europe,Greece,34
Europe,Hungary,19
Europe,Iceland,14
Europe,Ireland,75
Europe,Italy,187
Europe,Kazakhstan,0
Europe,Kyrgyzstan,0
Europe,Latvia,11
Europe,Liechtenstein,1
Europe,Lithuania,2
Europe,Luxembourg,2
Europe,Macedonia,2
Europe,Malta,3
Europe,Moldova,1
Europe,Monaco,0
Europe,Netherlands,92
Europe,Norway,30
Europe,Poland,43
Europe,Portugal,15
Europe,Romania,16
Europe,Russia,166
Europe,San Marino,1
Europe,Serbia and Montenegro,9
Europe,Slovakia,3
Europe,Slovenia,6
Europe,Spain,112
Europe,Sweden,69
Europe,Switzerland,60
Europe,Tajikistan,0
Europe,Turkey,28
Europe,Turkmenistan,0
Europe,Ukraine,21
Europe,Uzbekistan,1
Europe,Vatican City,0
NorthAmerica,Antigua and Barbuda,0
NorthAmerica,Bahamas,0
NorthAmerica,Barbados,2
NorthAmerica,Belize,0
NorthAmerica,Canada,15
NorthAmerica,Costa Rica,1
NorthAmerica,Cuba,17
NorthAmerica,Dominica,0
NorthAmerica,Dominican Republic,4
NorthAmerica,El Salvador,2
NorthAmerica,Grenada,0
NorthAmerica,Guatemala,1
NorthAmerica,Haiti,2
NorthAmerica,Honduras,1
NorthAmerica,Jamaica,19
NorthAmerica,Mexico,102
NorthAmerica,Nicaragua,2
NorthAmerica,Panama,3
NorthAmerica,Saint Kitts and Nevis,0
NorthAmerica,Saint Lucia,0
NorthAmerica,Saint Vincent and the Grenadines,0
NorthAmerica,Trinidad and Tobago,4
Oceania,Australia,210
Oceania,Fiji,0
Oceania,Kiribati,0
Oceania,Marshall Islands,0
Oceania,Micronesia,0
Oceania,Nauru,0
Oceania,New Zealand,38
Oceania,Palau,0
Oceania,Papua New Guinea,0
Oceania,Samoa,0
Oceania,Solomon Islands,0
Oceania,Tonga,0
Oceania,Tuvalu,0
Oceania,Vanuatu,0
SouthAmerica,Argentina,71
SouthAmerica,Bolivia,2
SouthAmerica,Brazil,122
SouthAmerica,Chile,11
SouthAmerica,Colombia,32
SouthAmerica,Ecuador,1
SouthAmerica,Guyana,0
SouthAmerica,Paraguay,1
SouthAmerica,Peru,12
SouthAmerica,Suriname,1
SouthAmerica,Uruguay,9
SouthAmerica,Venezuela,36
